id,name,street,city,state,accessible,unisex,directions,comment,latitude,longitude,created_at,updated_at,downvote,upvote,country,changing_table,edit_id,approved,distance,bearing
54940,Bean and Barley,2118 Frederick Douglass Blvd,New York,NY,True,True,Straight back and to the left,,40.80335184005219,-73.95615408225301,2020-01-22 23:01:45.668000+00:00,2020-01-22 23:01:45.711000+00:00,0,1,US,False,54940,True,8.671419351744527,354.525692983371
38804,Mavis Discount Tire,166-07 Baisley Blvd,Queens,New York,True,True,,,40.680128,-73.77705999999999,2017-11-26 16:35:52.657000+00:00,2017-11-26 16:35:52.657000+00:00,0,0,US,False,38804,True,8.756699300214935,89.331536860316
49438,Starbucks ,Park Street,NYC ,New York,True,True,"Follow along the counter and hang a left, code is on the door.",,40.8050035,-73.93888009999999,2019-04-28 09:54:07.752000+00:00,2019-04-28 09:54:08.067000+00:00,0,0,US,False,49438,True,8.76712233612655,2.382976904357
5121,Mel's Burger,2850 Broadway,New York,NY,True,True,"In back by high chairs.
Open trough hand washing.",,40.8045747,-73.96618219999999,2014-02-26 19:47:23.594000+00:00,2014-02-26 19:47:23.594000+00:00,1,0,United States,False,5121,True,8.808919310892653,350.115567033141
32497,Artopolis,1090 Amsterdam Ave,New York,New York,True,True,To the right immediately after walking in the door. ,"It's a coffee shop, so you may have to be a customer ",40.8053926,-73.9625097,2017-03-01 19:12:34.028000+00:00,2017-03-01 19:12:34.028000+00:00,0,0,US,False,32497,True,8.84199789831419,351.791196088915
31876,Artopolis,1090 Amsterdam Ave ,New York ,New York,True,True,"Go in, take a right, the rest room is just a few feet past the register. ","You may have to buy something small, since it's a coffee shop, but there isn't a code on the door so you may be able to get away without, depending on how busy they are. ",40.8053926,-73.9625097,2017-02-28 02:35:37.426000+00:00,2017-02-28 02:35:37.426000+00:00,0,0,US,False,31876,True,8.84199789831419,351.791196088915
29528,"Morningside Heights Branch, New York Public Library",2900 Broadway ,New York,NY,True,True,"There are two gender neutral single stalls on the second floor, along the wall opposite Broadway. There is another gender neutral single stall reserved only for children and their caregivers in the children's area.","You can ask at the second floor info desk if you need direction, but no key is needed. (If it is locked, someone is in it.)",40.8060839,-73.9647098,2017-02-25 15:40:24.162000+00:00,2017-02-25 15:40:24.162000+00:00,0,1,US,False,29528,True,8.902663466655753,350.871719167585
19804,Better Gourmet Kitchen,400 Forest Avenue,Staten Island,Ny,True,True,,"You have to be a ""paying customer""",40.6307583,-74.10272979999999,2016-01-12 00:47:36.332000+00:00,2016-01-12 00:47:36.332000+00:00,0,0,US,False,19804,True,8.93443068824065,253.350979710863
20490,Columbia Law School Jerome Greene Hall,435 West 116th Street,New York,NY,True,True,Third Floor. Right turn out of elevators.,,40.8069748,-73.9603676,2016-03-25 14:28:41.756000+00:00,2016-03-25 14:28:41.756000+00:00,0,0,US,False,20490,True,8.93933637906164,352.826741773892
58418,Hex & Co West,2912 Broadway,New York,NY,True,True,,,40.8066676,-73.9647596,2021-07-31 00:10:07.694000+00:00,2021-07-31 00:10:07.776000+00:00,0,0,US,True,58418,True,8.94301243228231,350.890842084856
