id,name,street,city,state,accessible,unisex,directions,comment,latitude,longitude,created_at,updated_at,downvote,upvote,country,changing_table,edit_id,approved,distance,bearing
4897,University of North Florida,1 UNF Drive,Jacksonville,FL,True,True,Building 14B — Housing Office,,30.271632,-81.5094345,2014-02-12 21:34:21.513000+00:00,2014-02-12 21:34:21.513000+00:00,1,0,United States,False,4897,True,9.673832321806609,112.495632549321
4904,University of North Florida Building 62,1 UNF Drive,Jacksonville,FL,True,True,Osprey Fountains - Every Floor of Both Towers!,Housing Maintenance Facilities,30.271632,-81.5094345,2014-02-12 22:03:12.443000+00:00,2014-02-12 22:03:12.443000+00:00,1,0,United States,False,4904,True,9.673832321806609,112.495632549321
4898,University of North Florida Building Building 39A,1 UNF Drive,Jacksonville,FL,True,True,Gender-neutral restroom is located on the 1st floor by the men’s and women’s restrooms.,,30.271632,-81.5094345,2014-02-12 21:35:59.074000+00:00,2014-02-12 21:35:59.074000+00:00,1,0,United States,False,4898,True,9.673832321806609,112.495632549321
4896,University of North Florida,1 UNF Drive,Jacksonville,FL,True,True,Building 14 — Robinson Theater,Two gender-neutral restrooms are located in the atrium of the Robinson Theater. Please note that these bathrooms are usually locked unless there is an event going on in the Theater.,30.271632,-81.5094345,2014-02-12 21:32:54.492000+00:00,2014-02-12 21:32:54.492000+00:00,1,0,United States,False,4896,True,9.673832321806609,112.495632549321
17341,"1 University of North Fl Drive, Jacksonville, FL 32224, USA",1 University of North Fl Drive,Jacksonville,Florida,True,True,The Student Union has a gender neutral bathroom on each floor in the East building and one on the 2nd and 3rd floors of the west building. ,,30.2719059,-81.5091657,2015-05-04 15:39:38.521000+00:00,2015-05-04 15:39:38.521000+00:00,0,0,US,False,17341,True,9.680124331699618,112.366898071197
40373,Costco,7996 Parramore Rd,Jacksonville,Florida,True,True,In the tire center near the front,It’s Costco so they expect you to have a membership. Just say your browsing and not buying,30.2017257,-81.75688830000001,2018-03-12 21:31:19.556000+00:00,2018-03-12 21:31:19.556000+00:00,0,0,US,False,40373,True,10.851080997956528,217.811960250444
41598,Mama Fu's,11105 San Jose Blvd,Jacksonville,FL,True,True,"Near the back of the restaurant, on the left wall.",,30.1743807,-81.62741609999999,2018-06-01 03:44:22.046000+00:00,2018-06-01 03:44:22.046000+00:00,0,0,US,False,41598,True,11.032597559035489,169.85570430099
58201,Trader Joes,11112 San Jose Blvd,Jacksonville,FL,True,True,In the back of produce section ,,30.173927,-81.63019829999999,2021-07-09 00:03:12.552000+00:00,2021-07-09 00:03:12.647000+00:00,0,0,US,False,58201,True,11.039506774889496,170.863269235214
30407,BREW,1024 park ave,Jacksonville,FL,True,True,Walk all the way to the back. ,I don't know if you have to buy anything first. ,30.1767031,-81.7021499,2017-02-26 13:51:38.080000+00:00,2020-04-14 21:16:13.698000+00:00,0,0,US,False,30407,True,11.095346711547075,196.650105219777
63834,Kyo,Ashcroft landing dr,Jacksonville,Florida,True,True,,,30.3286657,-81.4623432,2022-11-02 12:18:34.247000+00:00,2022-11-02 12:18:34.340000+00:00,0,0,US,False,63834,True,11.530732521429941,91.042637841467
